item_id,order_id,product_id,quantity,unit_price,discount_percent
844,1865,143,2,770.73,81.6
845,60,34,2,51.43,54.0
846,1939,5,5,95.41,71.8
847,1356,96,2,63.2,81.4
848,1877,140,3,465.26,77.6
849,1879,127,4,324.51,26.0
850,1612,47,5,926.03,5.0
851,1110,113,2,158.32,67.8
852,696,17,5,183.98,31.7
853,1958,88,5,388.35,75.8
854,522,38,5,947.42,48.5
855,925,20,5,795.46,10.0
856,97,132,1,46.75,69.7
857,1133,13,4,671.26,89.1
858,931,125,1,294.89,3.6
859,462,27,5,589.82,61.9
860,727,29,2,496.52,17.3
861,1009,64,4,224.21,45.4
862,739,29,3,378.8,37.7
863,1661,98,3,850.75,19.2
864,1508,51,1,206.34,29.0
865,1797,133,1,501.6,59.9
866,25,43,3,15.27,37.4
867,1569,19,5,614.02,87.5
868,1397,47,4,400.27,63.5
869,1941,107,5,237.01,18.5
870,972,41,3,912.49,56.7
871,165,22,4,146.05,60.5
872,756,41,5,155.15,28.6
873,1893,39,4,593.46,31.6
874,1192,63,4,465.96,72.0
875,837,76,2,665.76,95.4
876,773,67,1,625.38,2.7
877,696,28,1,226.92,53.8
878,90,58,3,705.85,15.7
879,172,25,2,950.01,17.3
880,1535,29,3,712.67,53.8
881,1113,103,4,301.46,0.8
882,225,143,5,539.55,38.9
883,1537,1,2,47.37,38.8
884,1030,135,4,483.04,83.2
885,1590,73,4,946.0,39.9
886,1527,34,1,221.62,65.9
887,289,46,4,79.73,18.3
888,131,65,1,534.24,79.6
889,1501,146,4,773.62,70.0
890,965,105,5,590.19,59.4
891,1179,42,5,516.12,19.9
892,41,111,1,425.14,2.1
893,345,90,1,936.56,74.8
894,397,25,5,8.83,63.2
895,368,136,3,899.65,55.0
896,2006,107,5,843.24,61.6
897,1157,116,5,401.12,69.8
898,937,59,4,181.42,55.6
899,1807,99,5,674.81,88.3
900,1669,22,4,508.13,63.5
901,1974,104,5,181.15,45.5
902,1131,28,3,5.82,7.4
903,1036,58,2,718.31,15.2
904,1740,58,5,352.58,18.7
905,1492,84,1,709.71,76.4
906,41,124,4,495.54,9.5
907,1548,43,3,11.24,89.9
908,206,20,3,623.06,46.7
909,840,129,1,696.32,35.2
910,1187,139,5,694.32,35.0
911,1505,39,1,702.99,37.7
912,1684,44,4,613.58,35.4
913,284,79,3,618.66,59.3
914,333,70,3,672.81,62.8
915,911,149,3,862.34,2.2
916,974,106,2,425.94,98.8
917,1566,102,4,487.01,56.2
918,1220,128,4,258.64,35.2
919,1170,20,3,953.84,19.4
920,1033,119,3,246.32,83.9
921,1291,149,3,538.75,53.3
922,600,68,5,293.57,1.0
923,1358,3,5,330.03,17.1
924,65,118,2,43.89,40.0
925,1847,140,-1,183.25,53.5
926,1066,1,1,558.5,54.0
927,1792,79,1,668.42,54.1
928,1219,28,4,555.57,41.6
929,30,115,2,789.36,91.5
930,436,100,1,760.97,40.3
931,1781,53,5,22.2,96.8
932,600,145,1,195.62,43.8
933,1730,146,3,56.53,76.1
934,1869,136,1,474.74,41.4
935,72,53,1,430.59,88.9
936,473,78,3,949.95,25.2
937,1922,71,1,666.94,95.5
938,1903,96,4,169.01,94.0
939,1613,89,2,613.23,43.6
940,646,48,4,939.25,18.1
941,680,76,2,442.38,2.9
942,984,74,4,686.31,32.6
943,1231,25,4,848.86,81.8
944,641,21,1,969.6,28.7
945,447,15,1,8.31,24.9
946,379,18,1,929.65,77.9
947,1595,119,2,497.18,42.6
948,1316,89,5,557.91,71.2
949,666,79,2,174.46,84.2
950,1760,30,3,977.61,32.8
951,173,87,4,916.66,52.9
952,744,67,3,451.0,30.7
953,1567,92,3,773.52,29.8
954,1499,119,3,123.49,58.1
955,1170,75,4,848.17,60.3
956,474,8,4,226.13,12.5
957,171,62,1,826.37,52.1
958,374,132,4,477.06,53.5
959,1872,45,5,482.52,47.5
960,1695,81,5,685.85,31.3
961,1417,55,3,926.95,72.9
962,1651,132,5,566.7,10.7
963,980,98,2,499.08,73.5
964,776,102,2,590.91,6.5
965,430,148,4,260.67,37.6
966,537,148,3,587.91,2.9
967,99,88,5,482.29,57.7
968,480,22,3,542.6,41.0
969,1853,76,3,392.91,73.6
970,1059,118,3,584.92,43.8
971,1796,126,3,331.95,71.0
972,1065,29,2,843.37,5.1
973,904,138,5,611.16,89.7
974,1718,77,1,531.17,18.8
975,1762,119,4,19.32,32.8
976,613,26,3,790.96,79.5
977,1017,101,2,982.13,10.5
978,446,129,1,345.01,43.4
979,1588,126,1,835.12,8.0
980,690,6,-5,739.2,61.7
981,1979,43,5,834.23,44.5
982,759,109,3,924.99,58.5
983,1617,81,3,745.79,53.8
984,1479,4,4,769.96,66.9
985,1379,32,-4,126.25,24.1
986,22,137,2,130.02,57.4
987,276,63,3,724.89,4.2
988,1088,26,3,856.31,71.7
989,672,77,1,216.12,46.1
990,1856,136,3,498.71,37.9
991,1874,90,4,512.11,60.0
992,429,16,3,705.79,62.7
993,1998,75,4,453.11,24.6
994,1763,62,4,586.86,56.8
995,1618,75,1,249.87,95.7
996,1352,62,2,474.18,18.2
997,325,97,5,412.81,34.3
998,363,66,5,260.14,81.7
999,157,119,1,959.11,32.3
1000,686,77,5,412.55,26.6
1001,1973,144,1,549.13,13.5
1002,17,108,3,212.49,13.4
1003,1787,67,1,678.05,45.3
1004,1186,55,2,926.93,57.5
1005,92,67,4,696.7,86.1
1006,1243,45,1,508.13,76.4
1007,1257,70,5,871.81,75.4
1008,1753,85,2,539.95,89.3
1009,1006,51,1,26.17,96.8
1010,1966,28,5,758.77,83.9
1011,1589,54,1,592.69,76.0
1012,1039,121,4,445.97,74.7
1013,456,73,2,762.18,45.0
1014,194,4,2,624.58,11.3
1015,396,108,5,969.48,18.6
1016,273,43,3,970.04,92.4
1017,1736,60,2,894.97,61.1
1018,730,2,4,272.19,27.9
1019,1449,70,4,104.21,21.5
1020,1600,20,2,64.2,48.3
1021,203,71,2,546.27,46.6
1022,1507,100,5,983.05,86.6
1023,420,21,2,991.9,84.2
1024,380,55,-3,176.53,10.0
1025,1274,79,1,385.66,43.2
1026,441,39,1,548.42,44.9
1027,115,9,2,596.58,77.9
1028,1830,18,4,573.39,19.7
1029,1195,120,-1,478.42,31.3
1030,1014,145,2,965.87,2.6
1031,1261,9,4,656.08,17.2
1032,419,145,5,46.05,50.9
1033,1342,48,4,124.35,80.4
1034,1783,29,3,998.8,11.1
1035,1655,2,1,457.51,30.6
1036,297,76,2,857.54,93.1
1037,739,102,2,20.32,34.2
1038,1204,37,3,954.58,91.4
1039,35,115,5,798.85,47.4
1040,1264,47,1,423.56,62.6
1041,461,21,2,653.29,60.3
1042,1142,35,1,274.0,34.5
1043,1197,98,5,41.87,10.6
1044,227,138,3,583.53,84.2
1045,881,74,5,733.84,80.2
1046,523,132,4,676.09,12.7
1047,121,69,1,315.4,25.9
1048,473,143,4,976.54,97.7
1049,67,146,4,134.98,43.7
1050,827,136,5,933.62,76.9
1051,413,33,4,834.44,78.5
1052,571,112,5,274.07,94.5
1053,324,136,1,413.17,27.4
1054,1464,43,1,203.31,72.7
1055,1521,92,2,903.15,0.1
1056,447,5,1,550.8,37.7
1057,1524,29,4,614.13,0.3
1058,1574,32,5,255.86,40.6
1059,2010,39,1,821.3,13.9
1060,1913,149,4,674.89,94.5
1061,942,3,5,544.07,73.3
1062,1726,141,1,428.13,100.0
1063,84,132,-1,280.94,21.9
1064,1824,63,1,953.33,8.2
1065,1808,143,1,647.53,69.4
1066,290,80,5,154.33,1.8
1067,1649,53,1,327.32,23.9
1068,62,148,4,609.17,25.0
1069,1442,111,3,444.41,71.6
1070,1128,5,2,811.06,70.6
1071,188,36,5,654.36,51.3
1072,1571,39,3,961.17,39.1
1073,710,128,5,265.77,32.5
1074,466,50,3,414.53,16.0
1075,706,76,-4,91.75,62.0
1076,1147,85,2,111.65,11.6
1077,143,84,2,349.22,1.8
1078,1828,9,4,65.53,60.2
1079,542,14,4,89.83,56.2
1080,939,45,-1,204.5,90.4
1081,1895,23,4,129.47,65.5
1082,1091,110,-3,438.05,32.5
1083,1581,12,3,970.79,30.5
1084,296,57,4,852.87,30.0
1085,52,86,1,240.41,36.6
1086,1636,80,2,494.36,14.9
1087,1144,105,4,537.08,16.3
1088,208,47,2,397.27,98.7
1089,1736,100,4,935.27,93.2
1090,1952,71,2,983.65,95.6
1091,906,114,4,513.08,84.4
1092,601,21,4,664.08,57.8
1093,741,28,1,807.25,30.3
1094,618,81,2,864.77,81.2
1095,630,97,4,549.95,94.7
1096,689,92,4,167.81,25.7
1097,36,71,4,802.02,64.3
1098,254,127,1,775.24,54.7
1099,301,110,4,237.33,22.5
1100,1616,129,3,807.26,72.4
1101,568,138,5,28.08,40.5
1102,1586,26,1,817.48,99.3
1103,330,72,3,86.85,72.6
1104,61,14,1,314.4,74.4
1105,9,26,2,714.96,64.2
1106,109,16,1,999.51,20.2
1107,1128,13,5,84.78,80.8
1108,28,122,2,814.22,24.1
1109,1017,120,1,763.12,55.5
1110,1535,100,1,884.69,15.6
1111,727,14,5,723.15,25.8
1112,584,85,4,868.0,92.1
1113,158,88,2,227.34,53.0
1114,47,143,4,530.84,86.7
1115,1526,120,1,600.75,5.6
1116,230,8,4,554.76,51.2
1117,963,52,2,678.46,87.9
1118,787,31,3,537.8,48.5
1119,83,144,4,863.97,90.0
1120,1635,141,3,369.5,35.2
1121,1026,66,-1,670.78,29.3
1122,277,48,2,166.46,82.4
1123,78,98,4,553.73,84.7
1124,1365,114,-4,683.83,35.7
1125,1414,94,1,698.5,94.0
1126,184,30,3,839.54,89.5
1127,796,3,-1,221.5,36.4
1128,1956,41,5,285.66,21.2
1129,231,57,5,580.0,28.9
1130,1031,3,1,304.92,10.7
1131,1658,81,1,858.86,4.7
1132,1867,94,1,764.83,71.4
1133,1431,63,3,234.93,86.8
1134,676,24,2,98.01,32.6
1135,1804,108,3,263.28,99.4
1136,1680,32,5,323.46,24.7
1137,1525,20,1,906.3,90.8
1138,202,96,2,766.25,49.8
1139,742,12,3,763.62,81.2
1140,466,76,-4,787.83,43.5
1141,758,119,3,471.22,3.7
1142,209,16,1,827.78,46.4
1143,1650,124,3,533.9,64.1
1144,1362,125,1,321.46,97.9
1145,1590,76,2,822.23,84.1
1146,665,99,4,54.56,56.3
1147,1579,104,4,981.36,89.4
1148,1058,115,3,419.54,25.1
1149,1337,37,4,480.84,6.8
1150,423,141,3,967.06,40.1
1151,284,56,3,893.65,43.1
1152,974,8,5,798.34,51.7
1153,806,46,5,62.25,33.5
1154,482,7,-3,688.87,94.4
1155,297,108,4,743.49,95.7
1156,1749,66,4,777.63,31.4
1157,1512,15,3,738.06,50.0
1158,1024,41,3,439.15,7.7
1159,57,135,2,263.37,84.5
1160,1762,34,4,458.16,20.6
1161,361,38,2,484.73,10.6
1162,952,126,3,428.8,12.1
1163,867,76,2,161.83,88.3
1164,592,104,3,579.24,23.3
1165,1926,149,1,12.82,58.5
1166,384,106,1,994.93,98.4
1167,29,69,1,188.46,39.8
1168,159,7,1,869.01,45.1
1169,1556,21,1,403.06,19.4
1170,81,9,3,294.75,19.8
1171,1711,72,4,379.85,22.4
1172,1656,72,4,783.61,43.3
1173,1138,145,1,37.35,39.8
1174,533,90,1,617.7,61.3
1175,666,57,1,739.47,22.5
1176,324,23,4,164.26,57.3
1177,456,77,3,975.07,56.3
1178,257,116,4,398.16,33.1
1179,1768,78,2,359.12,20.5
1180,1277,116,5,724.17,50.6
1181,618,127,1,993.75,75.4
1182,45,3,2,666.78,92.2
1183,1726,43,2,190.24,7.8
1184,1691,61,3,621.6,27.9
1185,1872,45,1,899.26,34.8
1186,423,43,-2,248.46,6.7
1187,767,16,3,117.95,88.5
1188,692,9,3,229.91,40.5
1189,1136,54,5,625.66,75.5
1190,1793,64,2,397.14,16.3
1191,15,145,-5,747.89,53.8
1192,251,69,2,753.9,9.0
1193,118,101,4,316.49,87.5
1194,275,63,1,967.15,40.1
1195,942,72,3,164.25,90.6
1196,1220,145,3,207.13,44.8
1197,1632,47,1,398.55,7.6
1198,987,103,3,132.47,42.4
1199,970,131,3,631.41,39.9
1200,1838,109,2,124.86,80.9
1201,10,137,5,902.87,31.5
1202,126,28,2,67.48,69.1
1203,727,70,1,213.83,77.2
1204,1311,13,1,519.84,44.2
1205,945,33,2,377.49,74.1
1206,315,61,1,709.66,25.4
1207,659,47,5,737.27,96.9
1208,1112,111,4,495.25,38.2
1209,1970,44,2,590.97,98.6
1210,196,15,3,170.1,46.7
1211,594,134,4,336.88,50.3
1212,1506,139,5,175.94,77.5
1213,1456,45,4,22.9,50.8
1214,257,93,5,308.62,21.7
1215,1792,21,3,786.81,39.2
1216,354,3,2,756.21,53.3
1217,1630,77,4,449.99,55.2
1218,1558,4,3,95.19,94.6
1219,504,146,3,575.53,59.4
1220,1241,114,4,44.56,41.0
1221,2006,93,1,433.16,18.5
1222,584,60,-1,616.45,5.0
1223,1178,52,2,541.05,17.8
1224,1713,57,4,385.41,0.6
1225,1977,37,1,464.1,65.9
1226,576,108,4,831.8,5.5
1227,1783,56,2,710.17,71.3
1228,31,119,5,177.6,27.1
1229,1692,58,4,674.93,20.6
1230,406,67,4,286.7,9.3
1231,282,100,2,352.22,90.0
1232,1875,119,2,472.52,89.5
1233,977,9,4,424.88,69.3
1234,1238,12,3,819.7,88.0
1235,970,26,3,514.04,44.1
1236,1712,145,4,192.84,30.0
1237,1807,57,2,448.07,26.7
1238,1575,69,4,348.62,78.1
1239,1027,115,4,572.42,99.7
1240,1791,95,3,746.63,37.9
1241,857,72,5,689.77,17.3
1242,1504,4,3,979.36,0.3
1243,1026,81,3,484.3,94.4
1244,801,5,3,836.05,3.3
1245,977,110,5,54.66,48.9
1246,841,117,1,507.66,90.7
1247,435,97,4,86.94,75.2
1248,1973,66,3,896.62,84.9
1249,1796,104,4,555.69,80.9
1250,138,23,3,521.87,81.6
1251,1170,39,1,455.55,92.5
1252,1727,133,-1,311.53,4.1
1253,1723,75,5,976.41,36.3
1254,878,10,1,231.75,24.8
1255,871,55,5,31.91,48.3
1256,433,121,1,702.34,88.8
1257,1911,47,2,423.53,88.8
1258,1177,5,3,772.24,45.2
1259,883,85,3,677.87,80.8
1260,965,53,2,308.16,81.3
1261,1421,129,5,757.16,98.7
1262,1729,83,3,848.92,84.4
1263,1170,31,2,696.0,5.9
1264,1149,20,4,547.34,40.1
1265,61,48,4,839.74,76.3
1266,334,4,5,477.19,94.4
1267,364,21,5,674.54,56.7
1268,328,40,4,421.59,32.3
1269,418,118,2,738.85,92.2
1270,1685,44,3,408.2,29.2
1271,1471,61,5,972.61,8.7
1272,1962,5,3,117.39,35.9
1273,858,98,-4,600.82,6.4
1274,1104,95,4,262.17,60.7
1275,557,132,2,743.79,27.8
1276,1663,20,1,468.58,53.9
1277,1029,97,1,954.08,27.1
1278,234,136,3,582.0,75.6
1279,107,65,1,883.07,58.1
1280,291,1,5,203.71,44.9
1281,975,40,1,415.2,29.8
1282,99,139,2,36.29,64.1
1283,1760,103,1,154.47,16.6
1284,1127,76,2,833.76,84.2
1285,1939,5,1,460.36,51.6
1286,1979,48,3,643.38,46.7
1287,155,109,4,937.37,68.5
1288,1812,44,4,800.81,40.6
1289,1142,5,1,243.91,12.0
1290,1552,108,2,198.65,90.1
1291,552,98,2,632.06,18.4
1292,1069,21,4,182.75,73.6
1293,1356,96,2,218.87,59.7
1294,1923,118,2,367.41,0.9
1295,546,16,5,253.68,37.7
1296,2,76,2,246.07,31.8
1297,1826,91,3,226.19,76.4
1298,1544,113,1,790.82,77.9
1299,34,70,2,841.2,89.9
1300,244,146,3,454.51,49.8
1301,567,51,4,960.93,23.1
1302,826,136,4,410.71,58.5
1303,1191,125,3,967.95,85.5
1304,357,66,2,190.07,52.4
1305,1969,33,4,16.02,41.7
1306,930,46,5,193.2,34.5
1307,1209,40,5,590.05,73.7
1308,1504,83,5,752.74,73.5
1309,819,127,5,453.69,18.7
1310,889,64,1,258.53,17.3
1311,1776,64,3,100.17,20.0
1312,389,33,5,405.44,2.9
1313,594,120,3,930.3,14.7
1314,1530,79,1,742.49,66.1
1315,1784,145,3,75.36,30.1
1316,1058,39,5,901.63,84.4
1317,68,112,5,646.21,83.3
1318,328,3,2,332.86,97.0
1319,114,87,5,832.49,3.1
1320,874,27,4,624.27,26.1
1321,821,146,2,940.46,82.7
1322,1993,95,1,405.29,13.2
1323,2008,1,3,451.33,40.8
1324,1078,123,4,157.17,76.4
1325,1315,2,3,313.07,79.5
1326,528,82,1,229.41,7.3
1327,1353,104,5,101.45,5.2
1328,403,90,2,66.8,41.9
1329,1561,38,2,696.53,83.3
1330,1196,51,5,518.06,19.3
1331,389,76,3,852.53,31.1
1332,587,70,5,495.92,2.6
1333,1095,58,4,318.64,6.6
1334,11,20,4,778.51,60.8
1335,1290,143,1,854.07,97.5
1336,1424,43,2,864.56,59.3
1337,721,66,4,41.85,81.4
1338,726,89,-5,546.89,7.9
1339,196,116,3,264.27,71.8
1340,1371,30,3,922.22,4.7
1341,969,3,1,589.89,89.2
1342,1469,80,3,121.64,27.6
1343,1559,140,2,153.86,8.1
1344,1395,101,2,770.1,76.7
1345,82,140,2,556.91,68.4
1346,1991,137,1,542.78,15.2
1347,1246,98,3,286.07,43.7
1348,1776,88,2,722.23,13.2
1349,389,77,5,267.33,2.1
1350,1844,111,1,489.95,50.6
1351,1144,11,4,598.6,4.1
1352,241,24,5,543.15,72.3
1353,1814,21,3,96.42,68.1
1354,1661,25,4,338.61,27.6
1355,97,103,3,244.76,65.8
1356,1344,117,4,799.73,67.2
1357,38,121,3,679.73,47.6
1358,745,15,3,864.23,67.9
1359,282,17,2,292.83,74.6
1360,1173,148,3,275.94,87.6
1361,794,105,4,183.9,32.7
1362,770,4,1,142.18,38.4
1363,617,125,1,813.89,90.7
1364,1858,13,4,333.99,81.3
1365,86,112,4,830.09,37.1
1366,1088,110,1,269.65,0.8
1367,248,12,1,594.4,98.8
1368,1518,37,2,368.01,2.3
1369,324,118,2,758.19,56.8
1370,751,148,2,651.02,18.7
1371,102,111,5,47.78,86.3
1372,1879,83,4,261.5,27.3
1373,1950,74,2,748.43,96.3
1374,585,24,3,128.73,1.6
1375,1472,90,5,631.1,52.9
1376,1719,102,3,980.45,15.7
1377,1627,127,3,618.45,5.2
1378,779,105,1,107.04,42.0
1379,1110,3,4,299.85,86.4
1380,864,51,-4,356.55,99.4
1381,748,51,1,682.49,6.8
1382,1487,25,1,319.45,5.4
1383,1172,46,1,259.38,7.5
1384,669,68,3,61.33,37.5
1385,1527,82,3,695.92,98.8
1386,112,32,3,574.81,73.5
1387,1910,137,5,400.87,96.4
1388,1736,110,4,333.45,88.5
1389,399,127,3,267.52,67.1
1390,1121,120,1,53.93,18.6
1391,1528,23,4,544.35,24.4
1392,1316,42,1,30.41,36.0
1393,445,37,2,691.75,60.4
1394,1611,104,2,292.65,4.0
1395,1888,42,2,816.4,93.5
1396,943,48,4,262.0,43.9
1397,1274,137,2,868.13,65.2
1398,489,25,-2,255.11,99.2
1399,1264,45,2,518.68,29.3
1400,609,135,4,153.6,60.8
1401,990,22,3,331.61,26.9
1402,1837,114,4,326.99,56.8
1403,143,57,2,128.7,0.4
1404,1616,55,3,675.07,18.4
1405,1281,127,2,452.15,46.7
1406,155,130,4,701.34,3.4
1407,1902,8,3,925.89,44.3
1408,741,9,1,338.38,31.3
1409,1631,74,3,89.39,82.4
1410,1621,34,3,898.32,27.0
1411,1779,94,4,508.81,42.8
1412,761,111,5,831.25,1.4
1413,1448,131,4,664.05,35.7
1414,1659,68,4,946.13,72.9
1415,918,125,3,647.46,20.9
1416,446,147,5,680.99,74.9
1417,1451,20,3,261.4,91.4
1418,71,81,5,814.8,1.4
1419,1439,107,2,776.2,43.7
1420,270,66,2,893.72,10.1
1421,1472,137,5,806.55,7.5
1422,214,144,3,933.12,22.8
1423,1434,116,1,439.75,69.9
1424,335,136,2,704.68,30.4
1425,354,119,2,747.79,69.6
1426,1052,33,5,209.0,52.6
1427,990,140,1,972.67,29.0
1428,102,52,4,699.42,25.5
1429,821,148,3,601.46,97.2
1430,802,84,1,517.74,68.7
1431,1162,139,4,245.23,0.4
1432,1881,102,4,804.97,5.1
1433,1176,99,2,403.77,0.7
1434,730,130,3,409.32,27.8
1435,1899,83,5,331.14,75.9
1436,722,45,1,258.49,43.1
1437,108,87,4,523.41,80.9
1438,1753,15,2,360.63,41.5
1439,666,66,1,862.27,26.0
1440,1206,76,5,9.91,80.2
1441,413,137,5,998.12,1.7
1442,1714,11,3,731.54,45.3
1443,837,77,2,810.84,26.8
1444,1050,12,4,798.33,33.3
1445,1253,72,5,747.97,21.3
1446,25,17,5,824.55,47.6
1447,1730,35,5,841.5,33.7
1448,551,100,1,611.35,52.7
1449,1873,91,1,754.74,37.8
1450,613,4,5,575.17,49.8
1451,457,5,5,888.83,58.4
1452,1124,111,1,6.08,71.7
1453,302,24,1,357.01,53.0
1454,287,5,3,471.3,84.4
1455,466,113,1,666.66,47.1
1456,943,30,3,658.02,6.7
1457,1512,134,3,723.03,20.1
1458,1546,82,2,787.77,52.0
1459,1054,108,3,163.38,64.7
1460,1989,93,4,723.96,37.7
1461,574,124,2,296.07,51.6
1462,909,99,2,405.84,84.3
1463,1980,136,1,923.71,79.8
1464,1108,38,5,886.92,82.3
1465,1154,141,3,595.75,2.3
1466,313,37,2,223.96,47.4
1467,1030,39,-5,884.48,22.8
1468,1174,110,1,319.78,27.3
1469,1111,142,4,284.17,46.6
1470,662,114,3,423.62,31.4
1471,1075,140,1,543.08,68.5
1472,1534,17,2,355.98,6.5
1473,119,95,5,512.38,60.9
1474,800,141,2,214.05,26.4
1475,842,40,2,959.69,68.5
1476,310,28,2,184.5,93.6
1477,1235,86,1,739.54,54.7
1478,205,139,2,525.38,38.7
1479,1562,35,1,816.4,2.7
1480,15,10,4,873.71,4.7
1481,450,143,4,148.26,55.3
1482,459,131,3,664.44,85.0
1483,1245,63,4,715.28,4.4
1484,943,133,5,784.03,86.5
1485,392,115,3,18.2,48.7
1486,208,56,2,104.65,32.9
1487,1396,9,3,360.69,64.4
1488,1266,57,5,519.0,71.1
1489,92,131,3,539.71,10.5
1490,131,14,3,653.14,70.2
1491,1918,83,2,851.58,19.8
1492,910,101,1,820.04,77.6
1493,1524,113,1,878.95,45.0
1494,110,78,2,805.28,62.8
1495,1050,122,3,576.63,29.3
1496,475,110,4,954.01,81.4
1497,447,123,2,222.54,49.9
1498,1779,128,1,369.22,70.6
1499,1864,60,2,108.94,39.4
1500,1522,35,2,567.11,8.9
1501,1888,59,3,230.51,30.0
1502,1509,89,3,628.69,25.4
1503,887,120,-4,910.83,30.0
1504,1734,100,4,180.8,12.2
1505,1173,22,3,921.97,48.7
1506,1892,17,5,444.74,33.7
1507,1839,25,2,407.47,55.2
1508,1931,26,3,231.79,76.3
1509,1368,15,4,706.71,25.5
1510,1422,74,4,30.7,99.6
1511,1473,74,2,666.12,99.7
1512,1579,109,1,961.93,63.4
1513,1535,150,1,387.55,81.9
1514,1825,116,2,462.38,60.0
1515,851,20,4,6.49,99.7
1516,1875,9,2,138.76,84.9
1517,1393,140,2,44.42,90.0
1518,897,108,4,490.78,61.7
1519,972,84,4,153.97,30.4
1520,247,43,3,215.23,77.7
1521,938,93,3,437.11,30.7
1522,772,99,1,250.1,75.2
1523,137,92,5,736.39,64.3
1524,1298,41,3,641.16,48.6
1525,1743,77,3,609.82,2.6
1526,1984,46,5,744.24,33.5
1527,1479,70,2,780.59,92.5
1528,1126,47,4,535.78,53.6
1529,616,60,4,70.77,92.5
1530,1498,124,1,295.95,82.9
1531,191,118,1,528.35,46.7
1532,438,3,1,293.07,58.3
1533,903,109,4,99.28,19.4
1534,1648,16,3,104.41,69.7
1535,499,150,1,88.89,9.2
1536,469,106,4,174.98,10.4
1537,996,117,5,101.83,61.5
1538,1075,33,3,334.02,45.4
1539,1316,1,5,147.07,42.8
1540,406,19,2,375.43,26.3
1541,402,14,1,188.76,5.4
1542,885,86,3,910.4,1.9
1543,1702,25,2,100.36,78.8
1544,838,81,4,80.01,32.0
1545,291,103,1,427.29,25.0
1546,1064,35,2,281.49,3.2
1547,1780,46,5,51.96,37.8
1548,196,20,5,118.3,20.8
1549,429,50,2,231.69,17.4
1550,776,41,1,247.04,59.8
1551,1762,86,4,130.61,30.4
1552,612,110,3,794.09,17.3
1553,881,45,4,746.7,73.0
1554,731,117,2,638.47,47.4
1555,1682,147,2,552.4,62.5
1556,967,24,2,337.94,17.8
1557,1966,86,4,564.91,6.6
1558,1838,95,4,788.6,87.2
1559,1269,27,4,270.27,78.3
1560,511,95,4,163.46,87.8
1561,1944,101,3,437.13,31.8
1562,427,105,5,131.65,63.4
1563,1130,40,3,293.19,87.7
1564,796,39,4,301.32,33.9
1565,1313,108,4,951.15,74.5
1566,460,74,3,413.77,32.9
1567,505,26,-5,396.33,53.8
1568,964,140,5,788.39,7.7
1569,1763,129,2,87.89,39.4
1570,1344,23,2,34.08,2.3
1571,971,121,2,692.68,77.5
1572,1932,109,1,815.45,95.9
1573,40,99,5,733.26,57.4
1574,251,51,3,594.19,29.8
1575,813,72,2,839.14,74.9
1576,1297,76,2,347.75,40.5
1577,392,36,5,749.31,58.5
1578,1292,102,-3,821.56,26.2
1579,164,106,1,704.0,38.3
1580,943,116,1,989.63,2.6
1581,1128,57,2,602.08,3.3
1582,221,147,2,32.4,40.1
1583,1163,150,5,38.72,75.4
1584,475,56,3,478.86,66.6
1585,1346,71,2,535.81,10.0
1586,1154,68,5,93.17,6.2
1587,890,10,4,78.54,25.1
1588,213,73,-4,580.45,71.0
1589,171,80,1,657.88,92.3
1590,80,107,2,853.95,92.6
1591,1115,19,1,876.79,60.2
1592,296,52,1,261.53,89.5
1593,620,40,5,996.43,21.0
1594,872,145,1,984.45,9.6
1595,1901,140,5,385.25,8.0
1596,203,30,1,207.26,13.5
1597,1194,5,3,996.38,30.3
1598,1777,134,1,557.87,65.5
1599,245,118,2,851.83,29.9
1600,993,55,1,969.9,47.6
1601,1006,110,4,191.58,7.2
1602,1975,128,1,305.16,97.1
1603,777,74,1,173.47,64.1
1604,582,61,1,86.99,33.6
1605,842,48,5,391.59,40.7
1606,706,83,3,179.62,65.6
1607,1830,94,-1,286.58,72.1
1608,1450,71,4,522.99,91.5
1609,800,146,5,982.06,59.8
1610,63,88,3,435.52,34.8
1611,824,130,2,299.76,14.6
1612,919,100,1,407.19,76.0
1613,752,3,1,479.03,66.3
1614,1760,57,3,10.07,81.8
1615,1958,67,4,45.32,70.0
1616,1655,1,1,968.57,98.0
1617,1109,70,5,988.33,80.4
1618,278,121,5,410.61,19.2
1619,250,42,3,144.31,14.3
1620,359,4,5,538.37,47.1
1621,1078,77,2,36.79,27.3
1622,1539,30,5,232.03,89.0
1623,237,8,2,826.91,94.6
1624,653,43,4,767.31,53.1
1625,1691,112,1,292.82,64.0
1626,737,11,4,600.8,46.4
1627,262,19,-5,28.61,30.0
1628,1864,20,3,615.2,87.2
1629,1561,25,5,930.19,26.3
1630,840,33,4,552.85,17.5
1631,1381,58,5,27.46,22.2
1632,1870,7,5,675.32,22.7
1633,1584,25,1,225.81,66.1
1634,1472,62,4,822.91,40.2
1635,654,89,3,915.39,78.4
1636,627,72,1,190.64,89.5
1637,2007,146,5,639.44,68.9
1638,314,140,5,432.01,37.7
1639,796,62,3,237.36,75.6
1640,1831,82,1,148.18,41.4
1641,857,142,5,63.29,35.8
1642,1049,103,3,617.89,16.1
1643,815,118,3,775.0,49.9
1644,662,48,1,244.19,14.1
1645,436,9,3,277.54,45.4
1646,227,102,3,602.35,32.8
1647,940,150,3,928.53,38.4
1648,1154,72,-4,168.72,45.2
